S. No.,Category Name,URL if available,Description(Minimum 80 words),location,contact(Multiple If available),Reviews,Rating,Images
,,,,,,,,
49,The Leela Palace Chennai,,"The Leela Palace Chennai lavishes guests with some of the largest guestrooms in the city and with panoramic views of the Bay 
of Bengal. Close to the central business district and local attractions, Leela Palace is the top luxury hotel in Chennai. Regal 
opulence and personalized service are the standards at The Leela Palace Chennai, set on 4 acres of land where the Adyar River 
meets the sea. Evoking the rich heritage of India’s palaces, this five-star hotel features a spa, luxurious meeting space, and a 
variety of international dining options.","Adyar Seaface, M.R.C Nagar, Chennai, Tamil Nadu 600028",044 3366 1234,"1. We had an company meet and it was an gala time with my colleagues enjoying every bit
 of the moment. Everything was perfect nice food and buffet was tasty. Row were huge and 
clean. Must place for filly stays. Kids would love to stay here. Great lawn attached makes it 
an out and put personal affair...",4,
,,,,,,"2. Leela is world class hotel with amazing facilities. Hotel was very clean and nice ambience. 
Food was ok like five star hotel but for all palates. Hotel has sea view which is very nice to
 look at even from lobby and breakfast room. I will recommend and come back with family 
soon. ",,
,,,,,,"3. The Leela is a true five star hotel. The staff are very eager to help. The breakfast buffet is 
excellent. The showers have hot water and good pressure. Wifi works well, and the gym is 
OK. The Chinese restaurant in the hotel is pretty good. ",,
,,,,,,"4. This was my third visit at The Leela Palace. Awesome Place. Superb Staff as always. A big 
thumbs up for the concierge team for accommodating our request so professionally. Keep it
 up. We will be back soon.",,
,,,,,,"5. A real haven in the hustle and bustle of Chennai. It felt a very luxurious stay. Incredibly
 good service and felt very looked after. The staff even checked in when I was unwell and 
brought me coconut water. Pool nice to hang out by after sightseeing during the day. ",,
,,,,,,,,
50,The LaLiT Temple View Khajuraho,,"Khajuraho - a UNESCO world heritage site is a city of beautiful temples that date back to 950 AD. Embellished with inspirations 
from this rich and exotic locale, The Lalit Temple View Khajuraho, overlooks the Western Group of Temples famed for their erotic 
sculptures.A destination of contemplation and calm, The Lalit Temple View Khajuraho is located just minutes away from the
 international airport and railway station. The hotel features 47 exquisitely appointed rooms & suites, fine dining restaurant & a bar,
 besides three banquet & conference venues and the award-winning Rejuve – The Spa.The Lalit Temple View organises special 
evening programmes for guests reflecting the heritage and culture of the City of Exotic Temples like an in-house light and sound
 show and the traditional Sandhya Aarti (evening ritual).","Opposite Circuit House, Sevagram, Khajuraho, Madhya Pradesh 471606",076862 72333,"1. Everything was ok in general. But we felt dissapointed that weasked if there was anything 
to do around town and they said no, then we were in the garden and heard how there were 
festivities in a show hall nearby... The service in the restaurant was really nice though and the 
room was ok in general.
",4,
,,,,,,"2. Had a great experience.. the complete package was worth each penny.. 100 marks to the 
spa session.. best experience.. The staff is really helpful.. i would suggest to take the temple
 view room for the best view from the room.. ",,
,,,,,,"3. Check inn process is very comfortable. Rooms are well maintained. Reception staff is very
 cooperative. All staff nature was very nice. Check out process was very very easy and good. 
Phone pickup was very fast.Overall everything was fully satisfied. ",,
,,,,,,"4. I was looking for the best stay..when i found the lalit on trip advisor.. After reading the 
reviews i chose this property.. and full marks to it.. Its a grand property with best in class 
amenities.. highly recommended.. just go for it with no 2nd thought.. you will surely thanks 
me later.. ",,
,,,,,,"5. A perfect spot for a relaxing vacation.. freindly staff.. nice and cozy accommodation.. loved
 the room had a great view from the room..all-in-all a memorable stay..will surely love to visit
 again with family.. ",,
,,,,,,,,
51,ITC Mughal,,"Sprawled over 35 acres of luxurious gardens, and in close proximity to the Taj Mahal, ITC Mughal, a luxury hotel in Agra is a fitting
 tribute to the great Mughal builders of the past. The only Indian hotel to have won the prestigious Aga Khan Award for its excellent
 representation of Mughal architecture, it now boasts of a brand new Royal Mughal Suites. This luxury hotel in Agra comprises of 
233 opulent rooms and suites, recreating a paradise for the contemporary Mogul- full of splendor and perfection which was the 
hallmark of the Mughal Dynasty.","Tajganj, Agra, Uttar Pradesh 282001",0562 402 1700,"1. We had a standard room but was well furnished and everything clean. Plenty of marble. 
Indoor pool and gym. Comfortable bed and we slept well. Staff very attentive, buffet dinner and 
breakfast with good variety of food. ",4,
,,,,,,"2. The property is really grand and thanks to the suite room, room was spacious and even the
 bathrooms were sprawling in terms of space. The services especially arrangement of guide 
or even a car at short notice was done so quickly. agra was awesome because of your 
property ",,
,,,,,,"3. A luxurious hotel near the Taj Mahal which makes you fill like a Maharaja king Nice large 
room beautiful garden and you can see the majestic top of the Taj Dinner was excellent. 
Looking forward for tomorrow to go to see the Taj Mahal only ten minutes Away at sunrise ",,
,,,,,,"4. I was here for a conference. The food and hospitality was amazing, something that I will 
never forget. It is a heritage hotel, lots of garden areas which I liked. I checked out the rooms
 too, they were super luxurious and clean. ",,
,,,,,,"5. Extremely grand hotel. very clean, welcoming. Staff very pleasant. Food good and a great 
variety. Local shops are varied, don't buy near the hotel as more expensive. Just down the
 road, it is proper India and welcoming by the local people.",,
,,,,,,,,
52,The Oberoi Grand West Bengal,,"Fondly known as the Grand Dame of Chowringhee, The Oberoi Grand is situated in a prime location, unrivalled by other luxury
 hotels in Kolkata, near the central business district, bustling markets and cultural landmarks of the city. Dating back to the late 
1880s, The Oberoi Grand, Kolkata was frequented by the country's leading figures during colonial times and even now, hosts 
grand functions for Heads of State in the city's largest pillarless Grand Ballroom. Guests looking for a luxury dining restaurant in 
Kolkata can choose between our award winning, authentic Thai restaurant, our all day dining space and our colonial style bar. 
Branching off the hotel's naturally lit walkway, each restaurant is tastefully decorated, offers unparalleled fine dining and matchless 
service.","15, Jawaharlal Nehru Road, Kolkata, West Bengal 700013",033 2249 2323,"1. In a chaotic city, this is an oasis of calm, with extraordinary staff, great food in the 
restaurants, beautiful rooms and public spaces, and pool. Early morning yoga is a
 wonderful way to start the day. ",4,
,,,,,,"2. I think it is best hotel in Kolkata. The experience of staying at an Oberoi is something no 
other hotel in India can give you. The property might be a bit old, but the rooms are
 tremendously comfortable and the staff is warm and friendly. If you find yourself in Kolkata, 
treat yourself to a night at the Oberoi. ",,
,,,,,,"3. first time in The Oberoi , Kolkata . what a place !!! Amazing experience ... starting from the 
reception to check out ,.. everything was just royal . They treat you like royalty ... the rooms are
 excellent.. cant expect a view due to the surroundings. Tried the Ban Thai restaurant ... 
lovely food .. would strongly recommend it . ",,
,,,,,,"4. Fab location, great ambiance and traditional Oberoi Service. The hotel, food and service is 
a cut above the rest here. We were in for a surprise when we reached the hotel where there 
were personalized amenities for my baby and a gracious welcome note. I had the most 
comfortable pillows and bed ! ",,
,,,,,,"5. a serene place just next to new market enjoyed the calmness and had a good holiday 
experience. good food in hotel and around(new market) as well. a must go for kolkata visitors
 even if you are tight on schedule. ",,
,,,,,,,,
53,The Metropolitan Hotel New Delhi,,"THE METROPOLITAN HOTEL & SPA, New Delhi, is a Five Star Deluxe full service hotel located in the heart of the business and 
commercial hub of New Delhi, and provides easy access to most of the corporate and financial centres, ministries, embassies 
and the International Trade Fair grounds. THE MET is the perfect destination for an international traveler looking for easy access to
 doing business in New Delhi. This urban oasis with its luxurious ambiance and lush landscaping is an experience in itself. Eac
h of the meticulously designed guest rooms and suites at the hotel features personalized comfort, luxury and all the necessary 
amenities to satisfy the modern discerning traveler.","Bangla Sahib Road, New Delhi, Delhi 110001",011 4250 0200,"1. This place has nice and modern rooms. The hotel has lot of restaurants so you have 
choises to stay inside. In fact I do not recommend to go outside as there are many homeless 
people. New delhi is huge so staying in the center is convenient if you are moving by car/taxi. ",3,
,,,,,,"2. I recommend The Metropolitan Hotel and Spa New Delhi for a chance in a life time to 
experience an incredible stay where one will be blown away with the Highest of high quality
 in all aspects of your stay. From accommodation to the choice of food to the kind and friendly 
staff. So make sure you eat at least Breakfast to experience the vast and tasty choice and to 
greet the staff with a happy smile and they will take good care of you.",,
,,,,,,"3. Massages were perfect after a tiring day sightseeing. The staff were friendly and very 
helpful. The Spa was like an oasis of calm and serenity. The treatments were not overpriced 
and there was plenty of choice ",,
,,,,,,"4. I come here for the 15th time and like it a lot. Very good price / quality. All major sites are 
quite nearby. Food in restaurant is good. Last time I had the lamb curry and one of the best I 
have eaten so far. I asked the chef cook Irfan Ahamad for the recipe. Great job ! ",,
,,,,,,"5. Nice hotel but needs s bit of upkeep and updating. Very helpful staff especially the conceige
 . Breakfast is good and you could request for a lovely expresso coffee. The rooms are clean
 but just need updating . Very central and a stones throw to Connaught place . ",,
,,,,,,,,
54,lebua Resort Jaipur,,"The newly launched lebua Resort, Jaipur is already generating interest for its contemporary vision of Indian design. Planned as a
 spa destination, inspired by the architectural traditions of Rajasthan, it promises to deliver an experience as unique as at Devi 
Garh by lebua which is known to deliver unmatched luxury experience for years. The philosophy is about living with history, keeping
 an awareness of our past while looking towards the future. Old and new, culture and modernity, craft and design at every level of the
 philosophy one finds harmony in contrast and modernity going hand-in-hand with our heritage, with the vision of operating a 
collection of unique luxury Boutique Hotels, establishing global standards of product quality and service excellence.","Agra Road, Tehsil Ballupura, Jamdoli, Rajasthan 302031",0141 305 0211,"1. Place is surrounded by mountains. I will suggest to visit this place in rainy season or 
winters. Resort offers nice pool with excellent view. Rooms are well equipped with all the
 luxuries. The villas are spacious and huge. The staff is well trained to handle guests. I will
 recommend this resort. ",3,
,,,"
",,,"2. Luxury suite was huge, and lavish bathroom. But amenities and decoration was not upto
 the mark. Jaqquzzi and Door lock was not working and have to call to get them fixed. Took 
more than 30 minutes to fix. Overall nice experience with complementary horse riding, 
puppet shows, and the overall ambience of the place. ",,
,,,,,,"3. Lavish meadows and huge rooms which give space to your crowded mind and gives it 
a let go .. Peaceful and clean and very well maintained with some great innovative ideas 
used here to take away .. Fun with friends is guaranteed ",,
,,,,,,"4. Just perfect. Fantastic place for business as well as family stay. Spread in huge area. 
Rooms are beautifully done. Good food good ambience good staff in total value for money 
resort. Even a good resort if you want to entertain some foreign guests. ",,
,,,,,,"5. resort is amazing but room service is very slow. food is good. rooms are clean and are
 very well maintained. There is a large swimming pool and the view from there is 
enthralling. A very good place to enjoy a weekend in Jaipur. , ",,
,,,,,,,,
55,The Khyber Himalayan Resort and Spa,,"8,825 feet above sea level in the Pir Panjal range of the Himalayas, stands a world-class resort that captures the beauty of its 
pristine setting. With majestic views of the Affarwat Peaks, The Khyber Himalayan Resort & Spa is spread over 7 acres of a 
sylvan coniferous forest. A world away from the ordinary, this 85-room resort is a haven of luxury, designed to pamper you in 
every way - with plush interiors, fine cuisine and restorative treatments at The Khyber Spa by L’Occitaine. You can also ski on 
some of Asia’s finest slopes in winter, trek and picnic through unspoilt forests and flower bedecked meadows in spring or tee 
off on the world’s highest golf course. The Khyber is paradise in every season of the year.","Hotel Khyber Rd, Forest Block, Jammu and Kashmir 193403",9596780650,"1. I just loved this hotel. If we will be in Gulmarg again, it's definitely Khyber. Loved every bit of
 our stay here. The property itself would not let u go anywhere. There pool is amazing. They 
have steam sauna and jacuzzi next to the pool which makes it more relaxing. Love it ",4,
,,,,,,"2. We went to khyber. The reception , the rooms and dining services were superb. There was 
snowfall making the resort view beautiful . Spa and hot water swimming pool overlooking 
snow was a nice experience ",,
,,,,,,"3. This Hotel is really located in Heaven and sounded by the beautiful forests it is in the 
heart of kashmir Place called Gulmarg,The Hotel is well decorated and has nice furnishing,
The staff is very nice and food is very delicious.I would refer all the guests to this hotel if they 
want to enjoy the stay in kashmir. ",,
,,,,,,"4. If you are staying at Khyber, you will get to witness heaven on earth..truly amazing....you 
dont need to get out of the hotel to see the scenic beauty..it is all visible from the hotel too..
wonderful location...excellent facilities...great staff...hospitality awesome..food divine....its 
just value for money....I would definitely stay at this hotel again and again. ",,
,,,,,,"5. Wow just wow! A truly beautiful hotel. The breakfast was amazing with everything you could 
ask for. The service is what you would expect from one of the most exclusive hotels in 
Gulmarg. Not forgetting the great views of the mountains. Well worth a visit.",,
,,,,,,,,
56,Rambagh Palace,,"Rambagh Palace Jaipur is one of the prominent heritage hotels in Jaipur, also popularly called as the Jewel of Jaipur. The hotel is 
easy to reach as it is located on the Bhawani Singh Road. This hotel is one of the major attractions for the guests visiting Jaipur 
from far flung regions.The Rambagh Palace was built in the year 1835 AD for Kesar Badaran, the queen’s favorite handmaiden. 
It was further transformed in 1925 into a palace and was used as the residence of the Maharaja of Jaipur. Thereafter, in 1957, the 
Palace was converted into a plush hotel by Maharaja Sawai Man Singh II. The Taj Hotels Resorts and Palaces took over the Palace 
in 1972.","Bhawani Singh Rd, Jaipur, Rajasthan",0141 238 5700,"1. A storied and picturesque Taj property that is immaculately maintained and exudes Taj 
hospitality. Great room, service, grounds and an oasis of calm in bustling Jaipur. Food was 
good too - fresh and authentic and served with flourish. ",4,
,,,,,,"2. The hotel has a grand building and the surroundings are also soothing to our eyes. We 
went there to celebrate my wife’s birthday and we were thrilled by the experience. We were
 escorted to the hotel from the airport by one of the representatives and then after check in to
 the palace, we were straight taken to our hotel room. The food was good in patches and room
 was decorated, it was a very sweet gesture & got a cake & flowers too. Overall it was a 
wonderful experience along with the beautiful view. ",,
,,,,,,"3. This hotel has fully lived up to its reputation as one of the best hotels in the world, from the 
moment of check in, to checking out the service, facilities and staff were faultless. We
can't thank you enough for such a memorable and perfect stay. All amenities were shined, 
polished, perfect. You feel like a modern day maharajah, with no request too trivial. Superb! ",,
,,,,,,"4. Royal splendor
Beautiful palace hotel
Super architecture
Amazing experience
The fabled Taj hospitality is unparalleled and is much better than any Hiltons/Hyatts/Sheratons
 of the world
Taj hotel staff really pamper their guests
The rooms are exquisite
The restaurants are a masterpiece ",,
,,,,,,"5. It's not a normal place to stay. It's the dream place one can imagine. For a day you can
actually make up your mind that you a king.any you can believe or feel you want it's there.its a
 fantasy world one should experience of. ",,
,,,,,,,,
57,Trident Gurgaon,,"In the heart of bustling Gurgaon, lies an oasis where you can smell the fresh grass, hear the birds sing and simply pause for 
pleasure. Trident, Gurgaon welcomes you in its warm embrace with magnificence and style.Located just 30 minutes from the 
international airport, the hotel is conveniently close to all that Gurgaon has to offer. From its skyscrapers which house leading 
Fortune 500 companies to its fashionable malls, golf courses, cafes and entertainment centres.Designed by Thai architect, 
Lek Bunag, Trident, Gurgaon is low-rise and spread over seven acres. The hotel blends the natural elements of space, water and
 light into its design. You will also find influences of Moroccan, Mughal and Rajasthani style in its architecture. The beige dome-like
 traditional exterior houses 136 contemporary rooms and suites, furnished with all the modern amenities for discerning guests.","443, Udyog Vihar, Phase V, Sector 19, Gurgaon, Haryana 122016",0124 245 0505,"1. Services of your hotel is absolute highest order.The rooms arw luxurious and are equipped
 with everything u need.The staff frm the frnt desk to the restaurants are so hospitable.Very 
nice ambience with yummy food..It was nyc to stay here...and at last thanku sooo much to all
 the team of trident for making my birthday an unforgettable moment for me...will surely visit 
again",4,
,,,,,,"2. Came there as part of a business trip in September. The entire experience is amazing 
and excellent, from the check in to the check out: great service, great breakfast, incredible 
swimming pool, the rooms are perfect. ",,
,,,"
",,,"3. I experienced the feel of India by its Asian influenced architecture. Wasn't looking for a 
Western chain hotel. Service was solicitous. Breakfast buffet was outstanding. Sparkling, 
well maintained pool. Nice shops in the hotel. Comfortable room and bed.",,
,,,,,,"4. I recently visited this hotel for a business meet, its really amazing, had a warm welcome, 
the entrance area was soo grand, I parked my car without any hassle, the lounges are really
 big, I relaxed there for some time before starting a meet,the projection room is quite big well
 temperature maintained, I successfully presented my presentation, the arrangements are 
perfection to the core... Overall had a wonderful business meet.. ",,
,,,"
",,,"5. Home from Home Another fantastic stay at this superb hotel. Have been to the Caribbean 
since and wish Nitesh Gandhi and his team could run the hotel there! Trident Gurgaon is the 
only hotel I would stay in in Delhi. Convenient for airport and city. Service second to none.
 Highly recommended. ",,
,,,,,,,,
58,Wildflower Hall Shimla,,"At Wildflower Hall, Shimla in the Himalayas, guests can refresh with nature walks, rafting, cycling or yoga, or relax and rejuvenate 
with an exclusive spa therapy. We offer a range of specially curated Oberoi Experiences designed to help our guests make the 
most of their time with us at this wonderful location. Guests looking for a luxury dining restaurant in Shimla will delight in our main 
restaurant, which spans a smart, brightly lit indoor dining space, a charming glass conservatory with intimate seating arrangements
 and an outdoor terrace, which has magnificent views of the Himalayas. The menu features pan-Indian (including local Himachali), 
Asian and Continental cuisine. Adorned with antique war memorabilia, our Cavalry Bar is a wonderful setting for an aperitif, a 
nightcap or to enjoy an interactive history session, while the intimate Lutyens Hall is perfect for private dinner parties.","Shimla Kufri Highway, Chharabra, Shimla, Himachal Pradesh 171012",0177 264 8585,"1. Words aren't enough to describe this property. Amazing rooms, and the best thing is the 
open air jacuzzi. The food the service and the property were beyond our expectations. Away 
from the hustle bustle of Shimla, this was a refreshing change. ",4,
,,,,,,"2. The hotel is faultless, they will go to the most extraordinary lengths to make you feel 
special. This was my second visit and I fell in love with it all over again. A special mention 
and thank you to Praveen on reception and Kushal in Food and Beverage who went over and
 above to make our stay memorable, even down to sandwiches to take home on our long 
journey back to chandigarh. These two men are an absolute credit to the Oberoi group",,
,,,,,,"3. The surroundings are awesome but the hospitality is incredible. The facilities make the 
short experience very relaxing and the chef and his team feel the pulse of the visitors and 
indulge to no end . I can visit it anytime in the year either alone or with friends. ",,
,,,,,,"4. A magnificent place to stay. We had snow one day and beautiful sunshine on others. 
Perfect. The setting is glorious and the staff gracious and interesting to talk to. Brilliant 
service.staff went out of their way to accommodate us. ",,
,,,,,,"5. A remarkable and relaxing experience. Once in a lifetime. The staff were excellent. Food 
was delicious and the atmosphere was wonderful. Location amidst forests that has a small 
trail to walk on over and over ",,
,,,,,,,,
59,The Tamara Coorg,,"The Tamara Coorg, located at Kabbinakad Estate in Yavakapadi village, offers facilities like a multi-cuisine restaurant and spa Set 
amid the beautiful surroundings of Kodagu district, The Tamara Coorg resort is considered to be an ideal getaway for 
honeymooners as it offers a lot in terms of sights eeing. The cottages offered by this resort are divided into three categories,
 namely Luxury, Superior Luxury and Suite. Rooms feature a contemporary design and have sit-out areas, which provide a superb
 view of surroundings. This resort has a heritage building, named The Verandah, which has four sections, including a gift shop
 and in-house book store. Guests can enjoy Indian and international dishes at the restaurant, named The Falls, on-site. The Deck 
lounge bar, featuring beautiful interiors, is an ideal place to enjoy soothing music in evenings. Nature lovers staying at this resort 
can go for activities like birdwatching and plantation tours, which are organised by The Tamara Coorg.","Kabbinakad Estate, Napoklu Nad ,Madikeri Taluk, Yevakapadi, Karnataka 571212",08071 077 700,"1. Came by this resort while looking for a Coorg Coffee Estate Vacation place; and We're more
 than pleased that We chose to experience The Tamara Coorg!",4,
,,,,,,"2. We dint stay here but went for lunch and was blown by the property.
Someone showed us a room and it had the most beautiful view you could see. all the rooms 
are tree house made of only wood.
you should defiantly spend a couple of days at this place ",,
,,,"
",,,"3. Excellent property. Rooms are very spacious and in excellent condition with excellent 
design. Food is awesome and simply great. They have coffee trails, spice trails and even a 
half day hiking cruise which is excellent. Staff is amazingly good and despite being such a 
huge property there turn around time is very quick.",,
,,,,,,"4. If tranquility needs a definition, i think Tamara would perfectly fit that definition. A superb 
place to stay midst the nature. You need to move around the property in golf carts. If one 
wants to stay in a tranquil place, Tamara would be at the top of my list. The service is 
excellent and the staff is more then courteous. The rooms are fantastic. They have coffee 
tours, yoga and small treks. I would definitely recommend all these activities. They also have 
an ayurvedic massage which is superb.",,
,,,,,,"5. Excellent at rate of place beautiful property the waterfall under the restaurant untouched
 location for nature excellent food staff are excellent trained expecting more visits by us love
 the place we will be more grateful if we visit again in coming days by any means ",,
,,,,,,,,
60,Neeleshwar Hermitage,,"The luxurious resort breathes tranquillity and offers you the essence of authentic India: her friendliness, hospitality & serenely 
balanced lifestyle. At this rejuvenating beach hotel you enter a utopia far removed from the pressures of everyday living. Authentic 
ayurveda and spa treatments, a huge infinity pool and a deliciously varied cuisine - everything combines to induce a sense of 
complete relaxation and harmonious wellbeing. Unobtrusive individual service and meticulous attention to detail are everywhere
in this luxury resort, turning your holiday with us into an effortless opportunity to enjoy a world where time stands still .
A blend of health retreat and hotel on the unspoilt and tourist-free northern coast of Kerala, this is as serene and stylish a
 hideaway as you’ll find anywhere in India; a place to rejuvenate your body and spirit and feel 'still'. The ethos? 'To start the rest of 
your life anew'. And after a long and dusty taxi ride up from the steamy south, and a spoiling 3 days of Neeleshwar’s gentle 
embrace, that’s exactly what we felt we were doing. ",Kerala 671314, 0467 228 7510,"1. Serenity and calm are the first things you experience as you enter this sprawling property
 right on the beach. The aesthetically landscaped gardens to the large and well-designed 
spaces inside, evoke a sense of vastness and freedom.",4,
,,,,,,"2. This hotel gives a beautiful break from the fast-pace of most areas in India. This place is 
simply heavenly. The food is very healthy and prepared perfectly. Try the beetroot with coconut
 soup and the paratha soup. This hotel also offers the opportunity to sail on The Lotus for a 
few nights and watch the reflection of the sun and moon dance on the water. ",,
,,,,,,"3. This is a wonderful hotel in a fabulous location and is an amazing place to spend a few 
special days away from the hustle and bustle of the streets of India.
The rooms are first class as is the service and attention to detail throughout the hermitage..
 The food in the restaurant is recommended and cooked to perfection.",,
,,,,,,"4. A gem of a place for a quiet getaway, everything about the place is just perfect , 
well appointed villas , the staff and it's service , the spa and finally the food to die for , the 
best Kerala food I have ever eaten.. A must visit place if one is looking for a break",,
,,,,,,"5. What a wonderful place.
We are not easily impressed as we have been working in the travel industry for years so have 
stayed in some of the top hotels of the world but Neeleshwar is exceptional.
We stayed 6 nights and left regrettably so happy and relaxed.
Everything was perfection!!",,
,,,,,,,,
61,Surya Samudra,,"Barefoot luxury is married to exclusivity at Niraamaya - a family of private retreats offering transformational experiences for a 
sensory journey. Our retreats are an embodiment of wellness and luxury, operating in Kerala - India’s most sought after 
destination. The Niraamaya Retreats Surya Samudra, Kovalam - a member of Relais & Chateaux, is one of the few resorts in 
India that is flanked by secluded beaches and is recognised as one of the Best Ayurveda Resorts in the country. Wild and naturally
 beautiful, the Niraamaya Retreats Cardamom Club, Thekkady is perched amidst acres of cardamom plantations and surrounded 
by mist-laden mountains. The place is pure haven for escapists to enjoy the rhythm of tranquility and nature.","Pulinkudi, Mullur PO, Thiruvananthapuram, Kerala 695521",0471 226 7333,"1. Outstanding service, authentic local cuisine, excellent spa and an unbeatable location near
 the sea. The staff is attentive, and the surroundings are soothing. All these combine to make
 this a truly wondrous experience! ",4,
,,,,,,"2. Niraamaya is the best experience we have had in India from a boutique resort perspective. 
The ambience was breathtaking, the service/staff were a delight and the cuisine was truly 
food for the soul! #gratitude ",,
,,,"
",,,"3. Overall this has been very relaxing and enjoyable holiday. the hotel staff was very friendly 
and welcoming. This has been one of the best family holiday we ever had as a family. The 
hotel was situated in a very nice location",,
,,,,,,"4. Niraamaya @ Kovalam is not a resort but a destination. Perfect view of the placid beach 
and the magnitude of the Arabian Sea ready to engulf everything that comes its way.What a 
stunning experience it has been witnessing blue waters (for the first time in India) and a
 spotless clean beach ",,
,,,,,,"5. It was a marvellous stay,friendly persons,the best food I ever had,a wonderful architecture 
and a fantastic landscape...they were so helpfull when my husband broke his arm...
incredible..thousand thanks for that",,
,,,,,,,,
62,Elsewhere,,"Elsewhere has been in the family since 1886. It was bought by my great grandfather and it was used as a holiday home during the
 summertime. And then subsequently, it went from my great grandfather to my grandfather and then to my uncle and then finally 
down to us. And after me it will go to my son. I started it as a place where people can go for their holidays about 7 or 8 years ago.
 They originate from the Portuguese era and they have been restored in the best possible way and reflect the past in that sense. 
But inside, they do have the comforts that one would require to have a decent holiday. Some of them are even air-conditioned and 
of course you have hot water and other things that are necessary. So, yes, they look old and they are old in a sense, but they have 
been modified so that they are comfortable.","Ashvem Beach, Morjim",,1. Beds were very comfortable and the rooms appeared to be clean,,
,,,,,,"2. Let start with its not like the pictures. Bar and restaurants are close. Found hair in my ice
 bucket that wasn't mine. The room was moist to the touch. Bugs in my room. Have bug bite 
of some sort all over my body. Look similar to bed bug bites",,
,,,,,,"3. Was at this hotel for a conference. Our room was horrible. The floor was not vacuumed and
 candy and plastic pieces from new clothes on the floor.",,
,,,,,,"4. The room was unclean, a pubic hair was stuck on the lamp and a hair that belonged to nobody
 in my family was on the pillow, the shower curtain was moldy, the pools were cold and dirty",,
,,,,,,"5. This hotel needs a major overhaul. Carpet was dirty, floor had not been vacuumed and air 
conditioning never seemed to cool the room. This resort is very short on staff. I saw the same 
3 people working from Thursday thru Sunday.",,
,,,,,,,,
63,Chhatra Sagar,,"Water is a precious and life giving resource in the desert. Perhaps due to its scarcity, the importance of water conservation and
 harvesting is deeply understood and since time immemorial, commissioning any project which harvested or conserved water was
 considered one of the prime responsibilities of those in power. In the late nineteenth century, Thakur Chhatra Singh of Nimaj, a
 powerful noble of the desert kingdom of Marwar (Jodhpur), decided to dam a seasonal stream flowing through his estate. His
 vision was to create a water reservoir which would harvest the monsoon rains. It was an ambitious project and a great drain on
 his resources but Thakur Chhatra Singh remained true to his vision. The dam was completed in 1890 and changed the dry scrub 
into prime agricultural land. Farmers struggling for sustenance on parched lands were invited by Thakur Chhatra Singh to settle 
around the reservoir.","Village and Post Office Nimaj,, District Pali, Rajasthan 306303",02939 230 118,"1. Chhatra Sagar has developed into a lush green oasis near a man-made dam. With it’s 
wide open spaces and enchanting views, it is a must for anybody looking to explore the 
countryside in style. Here the stay is in the luxury tents, which are pitched over the dam. It is 
so peaceful with the evening sky full of shining stars.",4,
,,,"
",,,"2. Got here after long drive from Jaipur. Had been expecting to be by reservoir lake but no
rain since September so all dried out. Initially disappointed but delicious food and service 
made up for it. Spotted many birds on wildlife walk and 90 minutes out met by refreshments 
so could watch sun down. Tent comfortable and cool. We were the only guests so very spoilt. 
Brought tea in the morning to our terrace. Sorry we could only spend one night. ",,
,,,,,,"3. This beautiful property is in the countryside between Jodhpur and Jaipur. We were given 
a wonderful and tasteful tent for our accommodation and very well equipped bathroom with 
all mod cons. Everything went seamlessly. The food was delicious and the service top notch. 
This is a small family business but great attention to detail. Delightful hosts including 3 lovely 
dogs of varying sizes! We were given a bird and animal watching tour on foot for 2 hours 
which helped to give us an appetite for our delicious dinner. Sadly we didn't stay long enough 
to take in the tour of the village the following day ",,
,,,"
",,,"4. Majestic tents overlooking the reservoir. Cocktails by blazing log fires. Starlit skies with 
nothing but the sound of the bush. This is truly an oasis of calm. All drinks, food, tips are all 
included and there's no Wifi so you don't need to think about anything except the game, the 
birds and the peace.
",,
,,,"
",,,"5. Chhatra sagar is undoubtedly the best tented accommodation in Rajasthan providing
 A class tents overlooking the dam. Amazing location and great hospitality, one must stay at 
Chhatra sagar when travelling from Udaipur to Jodhpur or vice versa. 10 out of 10 in my books.",,
,,,"
",,,,,
64,The Lodhi New Delhi,,"The Lodhi boasts of a salon, fitness centre, spa and massage centre, steam and sauna room, a library, a cigar lounge and a 
business centre on premises. Guests can avail of a tour desk, concierge services, currency exchange facilities and laundry/dry-
cleaning facilities. Each indulgent air-conditioned room features a private balcony and has a private plunge pool as well as a 
seating area. It is equipped with a work desk, wardrobe, CD player, minibar and flat-screen TV with satellite channels. The en 
suite four fixture bathroom contains complimentary toiletries.","Lodhi Road, New Delhi, Delhi 110003",011 4363 3333,"1. This is my favorite hotel!! The beds were comfortable, the service was amazing, and the 
food was incredible!! I would highly recommend it",4,
,,,,,,"2. One of the best hotels ive stayed. The manager receives you right at the hotel motorlobby 
and escorts you directly to the room, forget about reception check in, thats old news! The 
room was not only spacious but luxurious.",,
,,,,,,"3. It was very nice to stay again in the Lodhi, we feel very comfortable from the moment we 
arrive at the airport, Mr. Pankaj Sharma who received us and help us in every moment is very 
kind and helpful, we really appreciate all his kindness. We are always very happy to come 
back to Lodhi Hotel. ",,
,,,,,,"4. It's luxury hotel , you feel like in home with friendly staff . The location very nice and it's in the
 middle. For me I think it's wonderful hotel to relax and enjoy every moment with a pool and
 massage, you must try the massage it amazing . In the end I will always back . ",,
,,,,,,"5. This hotel has been a hallmark of Delhi. It gave birth to the restaurant chain Sagar Ratna 
in its hey days. After a couple of makeovers it stands resurrected. The layout is comfortably 
done. Centrally located. Great place to stay and also for business meetings. ",,
