S. No.,Category Name,URL if available,Description(Minimum 80 words),Location,Contact,Reviews,Rating,Images
40,"Vivekananda Rock Memorial 
Kanyakumari",,"Swami Vivekananda has said that even after he laid down his body, he 
would continue to work and inspire generations to come to carry on his 
unfinished work.We see it still happing. Swamiji does it in innumerable 
ways. The magnificent Vivekananda Rock Memorial at Kanyakumari is one 
such undying source of inspiration. The Vivekananda Memorial, as it stands
 today, is a memorial to Swamiji as to Shri Ekanthji Ranade whose devotion 
to the work he had undertaken was inspired not by mere faith but by
 intellectual conviction. At Kanyakumari - a unique symbol of unity and 
purity - is the Memorial of Swami Vivekananda, another symbol of the 
united aspiration of Nation. In the Memorial, there is a happy and 
harmonious blend of all the architectural beauty of the country. It is a 
symbol of unity because the whole nation wished, worked and contributed
 for it. Person from all states participated in its inauguration. It is also a 
Memorial, conceived and laboured for mainly by RSS swayamsevaks, 
blessed by Ramakrishna Mission, designed by Paramacharya of Kachi 
Kamakoti Peetham, and for which Swami Chinmayananda of Chinmay 
Mission gave the first donation.All the spiritual,culture and national 
organisations supported it.It is also a Memorial for which all State 
Governments and Central Government contributed. Thus, the memorial 
became a focal point just as Kanyakumari is a meeting point for three seas.","Kanyakumari, Tamil Nadu 629702",,"1. Best place to vist in Kanyakumari. You need to there by a 
boat which takes 10 mins. Awesome location. Excellent 
location for photography ",4,
,,,,,,"2. After reaching the place you will feel the positive wave from
 the oceans and the feeling is awesome. Do spend some time
 in meditating in the dhyana Kendra in this tiny island, you will 
experience an inner calling. Had a wonderful time here. ",4,
,,,"
",,,"3. This place is awesome. But the security staff seems unfriendly 
with the visitors. But the place gives a wonderful view of the both 
seas. One must not miss this place. ",3,
,,,,,,"4. We wanted to go to the rock during the sunset and hence 
rushed through our hotel check in and made sure we reached 
15 mins before the last ferry. To our surprise they would not open
 the gate and after waiting for about 5 mins we were told the last 
ferry would not go and there was no reason given, the security
 just shooed us away and said to return the next day. We did go
 the next day morning at 7:30 but by then it was so hot and sunny 
that we literally had to walk in shelter. The place is beautiful and 
the wind keeps you cool while still in sun. ",3,
,,,"
",,,,,
41, Kheer Ganga Peak kasol,,"Amidst all the beauty of landscapes, there lies another destination that will
 promise you similar experience. Kheer Ganga is one of the easiest treks
 and also considered as the most joyous one. It is about nine kilometres 
long and passes through easy trails that lead to uphill.On reaching the top
, to one’s surprise and delight; you can relax and rejuvenate in the hot 
water spring that originates at the top of the hill. A trekking like this cannot
be ticked off elsewhere! You can also plan to stay on top of the hill for a
 night or so; the nearby hamlets offer several accommodation options.","Parvati Valley | Kasol, Kullu, India",9418204666,"1. 14 km track .on top tent house available . Track is dangerous. 
Dj party and all drug activity going on top . Min time to reach top is
 4 to 5 hours. Local are helpfull and in emergency to can stay in 
dere house . Its better' to hire a trek guide . Don't start your trekking
 in rainy day .we group of 4 friends just saved our life . No medical
 facilities .in emergency helicopter can be called. Weather above
 is mild cold. Trek with proper equipment and clothes which can 
be hire in kasol and Manikaran. Buses and taxi are easy available
 from trek starting point. Start trek with group or wait for group to 
make. Above review is from first time tracker . Muds and landslide
 are common. ",2,
,,,,"
",,"2. Very beautiful place for trakking and spending time with mother
 nature. We had nice time with friends and family there. ",4,
,,,"
",,,"3. This trek is mind-blowingly beautiful , took me exactly 6 hours 
to complete from the dam ( bershaini). we saw sights of
 untouched nature ,like never before , crossed lakes , waterfalls
 etc . it was a sight to remember . will upload a few pics to see.
 however when we reached kheerganga, it was very average , 
with cow dung everywhere , it is too commercialised , and caters
 to more tourists than it can host , it was a big disappointment,
 the hot water spring is poorly maintained with fungus all over the 
steps , i saw 3 people slipping and falling in a span of 20 mins .
 there are ample number of tents available - the locals that you 
meet however , will tell you that only a few tents are left and will
 take advantage of your fear and sell one for triple the price , 
DONOT pay more than 300 bucks for a tent. also - a common
 stinky washroom is available , please carry toiletries , i preferred 
to go to the jungle instead of the stinky washroom filled with flies.",3,
,,,,,,"4. We started our Pin Parvati Trek from Barshini and Kheer 
Ganga was our first stop. Trek goes through thick forest with
 some beautiful waterfalls. It was absolutely gorgeous first day
 of our 9 days trek. It is way too much overcrowded, and sad part 
is most of these folks don't even think once before littering this 
trek. It was very heartbreaking to witness the same people who
 travel to see its beauty trying to destroy it. Kheer Ganga has
 some kind of hotel/restaurant where people get loud. Time your
 trek when there will be least people, if you prefer solitude like me.",3,
,,,,,,,,
42,"Pangong Lake, Ladakh",,"Do you remember the last scene of 3 idiots? Want to know about the 
location where Aamir Khan and Kareena Kapoor were snogging in the
 last scene? For those who are besotted by the background that acted as 
a catalyst for Kareena Kapoor’s love confession, the place is located in 
Ladakh. Situated at a height of 4,250 meters, far away in barren land in 
Ladakh, Pangong Tso is one of the largest brackish lakes in Asia. The 
crystal clear blue lake sprawls over an area of 100 kilometers across the
 borders of two countries in India and China. It is one of the charismatic 
lakes situated on the Changtang plateau in eastern Ladakh region. 
Pangong Lake is also known by the name of Hollow Lake and appears 
as a clear symbol of nature craftsmanship. The brackish water plays with
 sunlight to produce different effects of light. One-third part of the lake lies 
in India while the remaining two-third lies in Tibet, a region controlled by 
China. A large chunk of streams that fill the lake are located on the Tibetan
 part. The lake is located just 5 hours drive from Leh in the Ladakh region 
of Jammu & Kashmir.","Leh, India",,"1. Must see place in Ladakh with beautiful blue lake and snow
 capped surroundings. The journey itself is very admirable. ",1,
,,,,,,"2. Its very crowded and around the lake their is a mini city and 
people in the tented accommodation play such loud music. Don't
 they know its an eco sensitive zone. Lake otherwise is good but i 
think with this much amount of people coming here will make it a
 dirty place in no time. ",3,
,,,"
",,,"3. this is one the marvelous palce in India.spend at least half day 
her you will get the know different color of Pangong Tso ",5,
,,,,,,"4. No words to say.... Just Wow... I totally forgot my tiredness when 
i saw the first view of this words beautiful lake ",4,
,,,,,,,,
43,Ghats at Varanasi,,"Varanasi or Kashi is older than traditions. Varanasi presents a unique 
combination of physical, metaphysical and supernatural elements. 
According to the Hindu mythology, Varanasi liberates soul from human 
body to the ultimate. It is the Ganga Ghats of Varanasi that complement the 
concept of divinity. Ghats of Ganga are perhaps the holiest spots of 
Varanasi. The Ganga Ghats at Varanasi are full of pilgrims who flock to the
 place to take a dip in the holy Ganges, which is believed to absolve one
 from all sins.There are number of temples on the bank of the Ganga river
 in Varanasi. It is believed that people are cleansed physically, mentally 
and spiritually at Ganga Ghats. It is at the Ganga Ghats where we see life 
and death together. For thousands of years people have been thronging 
these Ghats to offer their morning prayers to the rising sun. There are 
more than 100 ghats along side Ganga in Varanasi. Some of the
 prominent and popular Ghats at Varanasi are the Dasaswamedh Ghat, 
Manikarnika Ghat, Harischandra Ghat, Kabir Ghat and Assi Ghat.","Varanasi, India",,"1. We was in Varanasi in February. The ghats is something 
anreal. All day at afternoon they have a ceremony (aarti) with 
many people praying. The boats in the Ganges, powerfull 
momments for connect with yourself. ",4,
,,,,,,"2. The ghats in varansi are very popular not only in Hindus but 
also to tourists. Every year millions of tourists come to varansi in
 India to taste the culture in India at these ghats. You can find lot
 of religious activities going on these ghats all the time. ",4,
,,,"
",,,"3. ot all ghats are great. Some of them are not well maintained. 
The main ones can be visited. You can visit the others using a boat ride ",3,
,,,,,,"4. The ghats at Varanasi look great when you sail across Ganga. 
But when you take a closer look, they are overcrowded, unclean 
and lacks maintenance. Some of the ghats are horrible and unfit
 for bathing. ",3,
,,,,,,,,
44,"Charminar, Hyderabad",,"Char minar is most famous Historical place of Hyderabad and Andhra 
pradesh. We can say there is equal importance of Charminar as Taj 
mahal in agra and eiffel tower in paris. Even Charminar is included in top 
10 historical places of India. It's English name is a translation of two 
words ""char"" and ""minar"" which is four towers. Now Let us talk about 
Some History of Char minar. First let me tell you that who built charminar
 and when?  the fifth ruler of the Qutb Shahi dynasty Sultan Muhammad 
Quli Qutb Shah built the Charminar in1591 century. After Shifting His 
capital from golkunda to Hyderabad He built this awesome structure of 
charminar. Because of charminar this landmark became a global icon of 
Hyderabad . Charminar is constructed in Islamic architecture. We can 
say that it is a signature of Islamic architecture. pulverised marble,
 limestone, mortar and  granite are used in structure of Charminar. It has
 a square structure of 20 * 20 meter size. Charminar contains four arches 
each of them opens in four streets. And because of these four grand 
arches it is named charminar. If you want to reach to upper floor then there 
are 149 winding steps for reach to upper floor.So friends this is the history 
of charminar. There are too many places to see around the charminar. 
Believe me if you visit this place once in your life then you can never 
forget this historical place.","Hyderabad, Telangana 500002",040 6674 5986,"1. Have visited multiple times. Its too chaotic during day, you 
can't even get a proper photograph clicked. If its a must visit place
 in your list, then plan during night or else skip it. ",3,
,,,,,,"2. It is very crowded place and not worth visiting. You can avoid 
this , as there are more must see places in hyderabad to be visited ",3,
,,,,,,"3. The area is a mess. The monument is not properly
 maintained. We found the experience to be underwhelming. ",1,
,,,,,,"4. Better keep away from this place, located right in the middle of
a chaotic, crowded, and messy market. Enjoy it in the pictures, 
there is nothing more out there. ",3,
,,,,,,,,
45,"Tirupati, Chittoor",,"Tirupati is a city in the Indian state of Andhra Pradesh. Its Sri Venkateswara
 Temple sits atop one of the the 7 peaks of Tirumala Hills, attracting 
scores of Hindu pilgrims. Sri Venkateswara National Park, home to the
 temple, also contains the Sri Venkateswara Zoological Park with lions 
and primates. Nearby, next to a waterfall and cave believed to be sacred,
 Sri Kapileswara Swamy Temple is dedicated to Lord Shiva.","Tirupati, India",51-75-04-0877-227-7777,"1. Tirumala drive by own car was very safe and good experience.
Not like any other ghats.
Ensure the time specified... ",5,
,,,,,,"2. Though it is good to get the blessing of God here but the 
Management is really very poor, No one know on which counter
 you need to deposit your mobile or shoes. No one guide you 
about the different queues. Even the management is so bad that
 they deposit your belongings from one counter and issues the
 receipt and asked you to collect the same from another counter
 which is outside the Temple . So in this case , Even if you
 complete your visit in almost 2 hours then even you need to 
wait in the Temple",1,
,,,,,,"3. Over the years Tirupati Balaji's followership has tremendously
 increased which has resulted in several shortcomings.
If one pays INR 300, they can quickly get a darshan but poor folks
 have to wait for hours in the lines inside cages to get a glimpse of their deity.
May be they should think of opening branches? ",3,
,,,,,,"4. The worst temple I have ever been to. I wish there was a 
negative rating to provide. God is everything else than what I saw 
there. God is about equality ... God is about relinquishing money
 and power ... God is about just behavior ... God is about having
 love and care for every living being let alone human beings. And
 you will see everything opposite to the above - no equality there
 as people are sent in different queues, influence of money and
 power ... corruption at laddu counters as I was told that if I 
wanted more laddus I could have them provided I pay Rs.500 
extra ... utter disrespect for human beings in that stampede kind
 of mad rush. Now, people may say that people are bad, but
 God is good ...!! I believe that God does reside in such places. 
In any case, temples are created by men ... God resides everywhere.
And yes, I am a temple visitor. I went to Rameshwaram in the 
same trip and what a calming experience that was. Where there is 
money and pomp and show, there can be NO GOD. ",1,
,,,,,,,,
46,Arignar Anna Zoological Park Chennai,,"Inaugurated as early as 1855, the Arignar Anna Zoological Park is more 
commonly called the Vandalur Zoo. It is the first public zoo of India. The zoo
 was located near the Park Town of the city in the beginning, however, the 
location was changed to 30 km outside of Chennai in 1975. This was 
done to accommodate a massive expansion of the zoo. Today the zoo is
 the largest in all of South Asia, covering 1300 acres.","GST Road, Vandalur, Chennai, Tamil Nadu 600048",044-22751089,"1. I visited here with my family. It took a whole day to cover the 
entire zoo.elderly people will find difficult to walk.Cycles, toy train 
are available.Zoo will b closed on all Tuesday's ",4,
,,,,,,"2. First impression..
I was carrying two mobile cameras with me , they asked me to 
pay for each one I have. When I am going to use only one .Y 
should I pay for each ??
I asked , but they made me pay....
About the rides ,
I took a zoo ride, they ddnt take me to all places .they cut down 
many points. It depends on the driver mood were to stop & were not to....
so again , I have to go back walking and look for the places I missed.
Lion safari, is another fooling, its just 2 lions sitting outside its 
cage, their s nothing natural in it to have a safari experience. ",3,
,,,,,,"3. The zoo was too crowded and it was nearly impossible to see
 the animals because of the heavy rush and heat. ",3,
,,,,,,"4. A nice place to spend a whole day with family/friends. The
 place is being maintained good. Plastic and polythene bags are 
not allowed to be carried in. The cleaning department ensures
 cleaning the place regularly to avoid garbage on the pedestrian
 path. The plenty of trees in the environment provides you fresh
 air in this highly populated & congested city. ",3,
,,,,,,,,
47,Har Ki Pauri Haridwar,,"Haridwar is one of the most ancient pilgrimage centers in India that has 
been reverence from times immemorial. Hari means (Lord/God) and 
Dwar means Gateway. Hence Haridwar means Gateway to the Lord. 
According to the India mythology, it is one of the four places where drops
 of elixir, Amrita accidentally spilled over from the pitcher or Kumbha, in 
which it was being carried away by the celestial bird Garuda, the vehicle 
of Lord Vishnu. These four spots have today become places where the 
Kumbh Mela is celebrated every 12 years in succession - Nasik, Ujjain, 
Haridwar and Allahabad. Millions of devotees and tourist congregate 
from all over the world to celebrate this celestial event and perform 
ritualistic bathing on the banks of the river Ganges.","Near City Control Room, Haridwar, Uttarakhand 249401",099587 57955,"1. A Place where females can't take bath. 
A Place where females are not secure. 
A place where Guys see girls with wrong eye. 
I won't recommend anyone to visit this place. 
""Really Ram Teri Ganga Mehli ho gayi"" .. Bad Guys misbehave 
with girls/females in  holy water on Har ki Pauri and try to click 
wrong photographs of girls and females. 
And Government and staff is not doing anything..
I prey god that such people don't even get place in hell and there
 wife/sister/mother also get victim like they did with other girls.",1,
,,,,,,"2. Rainy Season: Not a great place to be if u r going for a dip
Nd if u r going for some religious work beware of the money 
making profit seeking corporate pandits.
Don't tell me after visiting that nobody warned u",4,
,,,,,,"3. Har Ki Pauri also called Brahamakund is a famous ghat on the
 banks of the Ganges in Haridwar with golden hues of floral diyas
 reflected in the river Ganga",2,
,,,,,,"4. Ghats at haridwar are amazing....u will find a closer 
connection to God & goddess than at other places..Do visit once 
& then feel it yourself",3,
,,,,,,,,
48,"Mahé, Puducherry",,"Mayyazhi, increasingly spelled Mahé, is a small town at the mouth of the 
Mahé River and is surrounded on all sides by the State of Kerala. The 
Kannur District surrounds Mahé on three sides and Kozhikode District 
from one side. Formerly part of French India, Mahé now forms a
 municipality in Mahé district, one of the four districts of the Union 
Territory of Puducherry. Mahé has one member in the Puducherry 
Legislative Assembly","Mahé, Puducherry",,"1. I am very Happy for having stayed at this property....its just
 lovely not only on the outside but also when it comes to the
 cleanliness of the rooms and has the most helpful and smiling 
staff....altogether they make the stay very pleasing.
The swimming pool is amazing this is the place we had most fun......
Also just in case you have forgotten to pack and of the toiletries
 then no worries cause they have everything in place.
One has to stay at Palais de Mahe to experience everything it has 
to offer...the lobby the verandas the rooftop restaurant the pool
 area...and off course the decor of the rooms.....SUPERB ",4,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
49,Nubra Valley Leh,,"Ladakh - the ‘Land of the High Passes’ - is among the most stunning parts 
of the Indian Himalayas. Wedged between Pakistan, Tibet and Xinjiang 
Province (China) and India’s Himachal Pradesh, it forms the eastern
 part of the contested state of Jammu & Kashmir. North of Leh, Ladakh’s 
‘capital’, lies a far-flung and austerely beautiful enclave cradled by rugged 
mountains ‒ this is the Nubra Valley (often simply abbreviated to Nubra), 
a tuft of land on the very scalp of India. Local communities once prospered
 on an extraordinary trans-Himalayan trade which originated with the Silk 
Road. Comprising huge mountains, yawning valleys and vast uninhabited
 hinterlands, most of Ladakh’s boundaries may look almost impenetrable
 on a map. Yet for centuries great caravans of wool and cloth, opium, 
spices and skins, coral and turquoise, gold and indigo negotiated
 several routes and their hazardous passes mainly between Leh and 
Yarkand (in China). The already withering trade finally died in the late 
1950s when China largely sealed its borders. After decades of obscurity
 peppered with geo-political spasms ‒ it remains a sensitive border area
 ‒ low-key tourism has gradually injected more visitors and money into 
Nubra. And as increasing numbers of tourists visit Ladakh each year, 
more are tempted to go the extra mile and come here.","Nubra Valley, 194401",,"1. This is one of the Attractions of Ladakh. It is very different from
the other parts of Ladakh as it has some vegetation and some
 cultivation here. The Main Attraction is the Sand (Cold Desert) 
where one can ride the double humped camels. The area is 
beautiful and one can sit and relax near the stream, take a short 
(15min) ride on the camels and watch the cultural show.
One can visit the Diskit Monestry and the Huge buddha statue 
near it. The view from the Statue area if worth the visit.
The Drive from Leh took about 51/2 hours via the Highest 
Motarable road in the world (Khardungla Pass at 18300 ft) 
which itself was breathtaking.
The overnight stay in Nubra is relaxing as travelling back to
 Leh would be too tiring.",4,
,,,,,,"2. The road trip was a great experience, you will find the good
 sand dunes in the valley. You can also see the double hump 
camel there. There is option for the ride too. Over all nice place 
and you must visit if you are in leh.
",3,
,,,,,,"3. The Blue water flows only in the winter and later until feb.
i have been in mid july unfortunately after rains.
Whenever it rains the water and river flows gets muddy and not a
 good scenery to watch.
I heard during monsoon and winter its frozen sometimes and
 looks all blue and scenic.
Nothing but sand dunes are there.
but what can you do it thats only place to go around ladakh.",3,
,,,,,,"4. A double humped camel ride and the sand dunes are what 
you get there. Must stay in a tent overlooking the mountains. was
 amazing. Though gets cold at night , days are warmer. ",,
,,,,,,,,
50,Mussoorie,,"Perched on a ridge 2km high, the ‘Queen of Hill Stations’ vies with Nainital
 as Uttarakhand’s favourite holiday destination. When the mist clears, 
views of the green Doon Valley and the distant white-capped Himalayan
 peaks are superb, and in the hot months the cooler temperatures and 
fresh mountain air make a welcome break from the plains below. 
Established by the British in 1823, Mussoorie became hugely popular 
with the Raj set. The ghosts of that era linger on in the architecture of the
churches, libraries, hotels and summer palaces. The town is swamped 
with visitors between May and July, when it can seem like a tacky holiday 
camp for families and honeymooners, but at other times many of the 300 
hotels have vacancies and their prices drop dramatically. During monsoon, 
the town is often shrouded in clouds. Central Mussoorie consists of two
 developed areas: Gandhi Chowk (also called Library Bazaar) at the western
 end, and the livelier Kulri Bazaar and Picture Palace at the eastern end,
 linked by the 2km Mall, which is still dominated by pedestrians but has
 sadly seen a notable increase in vehicle traffic and noise. Beyond Kulri 
Bazaar a narrow road leads 1.5km to Landour Bazaar.","The Mall Road, Mussoorie, Uttarakhand",,"1. Hi people this is exclusively for the people planning to visit
 musoorie this monsoon, please think twice you'll definitely 
get to see a foggy weather but trust me you'll not be able to 
enjoy the rain there as its going to get too messy. its better if you 
visit some other hill staion, musoorie use to be very good 
tourist attraction sometime back but now its the other way
 around its so dirty so do not even plan especially in monsoon's.",3,
,,,,,,"2. Musoorie is a place to be visited in winters keeping in mind that 
you have prior hotel booking so that you donot keep hunting for 
hotel rooms, you can get to see amazing crowd and celebration
 in xmas or new year but without a prior booking in hotel you'll 
enjoyment will be vanished because its freezing there in winters
 so keep a plan aside for winters if musoorie is in your list.",3,
,,,"
",,,"3. Nice place. Weather is grt. Main attraction is mall road main 
market. Best for shopping and street food. ",3,
,,,,,,"4. As the name describes""masooroe -the queen of hills"".it is really
 a wonderful place to explore.one must go there and explore the
 beauty of nature, the wonderful scenery it has.you will find many 
wonderful places while going upside. ",4,
,,,"
",,,,,
,,,,,,,,
,,,"
",,,,,
